Customer ID,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,LastPurchaseDays,Churn
13786,6,3358.94,27.088225806451614,1652,80,24,1
13787,5,1019.86,16.449354838709677,717,56,21,0
13788,1,3.75,3.75,1,1,162,1
13789,1,239.46,13.303333333333335,258,18,45,1
13792,1,188.4,18.84,64,10,79,0
13793,1,96.0,13.714285714285714,52,7,303,1
13794,1,126.03,14.003333333333334,63,9,203,1
13795,4,836.3,28.837931034482757,1250,23,45,1
13796,1,289.7,13.168181818181818,218,22,156,1
13797,3,1179.45,15.121153846153847,573,71,93,1
13798,55,42853.68,104.01378640776699,26979,131,21,0
13799,7,2114.71,31.562835820895522,1137,44,101,0
13800,2,1121.24,28.031,560,40,87,0
13802,16,21659.69,55.82394329896907,11557,197,31,0
13803,2,1061.84,17.407213114754096,710,58,88,0
13804,2,572.73,17.8978125,335,32,92,0
13807,3,534.8,16.7125,152,24,24,1
13809,2,524.65,40.357692307692304,252,13,51,0
13813,4,1398.6100000000001,18.900135135135137,740,50,184,0
13814,1,678.2,30.827272727272728,350,22,184,0
13815,4,3448.38,19.157666666666668,2821,124,63,0
13817,1,128.7,14.299999999999999,63,9,8,0
13818,1,61.28,12.256,60,5,86,1
13819,3,1502.0,23.107692307692307,1200,34,326,0
13820,3,660.65,7.3405555555555555,287,68,75,1
13821,4,1025.09,6.8339333333333325,330,132,50,0
13823,5,2445.79,19.884471544715446,1125,91,37,0
13824,7,1615.82,29.92259259259259,674,34,36,0
13825,2,255.59,6.38975,182,38,278,1
13829,1,102.0,102.0,12,1,78,1
13830,1,156.85000000000002,14.259090909090911,47,11,238,1
13831,13,5228.59,45.466,1972,78,26,0
13832,1,561.49,10.397962962962962,394,51,79,0
13833,1,316.56,19.785,126,16,61,0
13834,2,324.19,20.261875,221,15,233,1
13835,3,260.7,16.29375,78,15,176,0
13836,2,620.37,20.011935483870968,273,29,56,1
13838,7,1512.47,4.321342857142858,614,242,26,0
13839,1,139.95000000000002,19.992857142857144,25,7,143,1
13840,1,651.4,16.285,358,40,73,1
13842,10,2554.86,15.117514792899408,1274,113,23,0
13843,1,319.75,17.76388888888889,145,18,38,1
13846,2,854.13,15.817222222222222,551,54,17,0
13847,1,310.72,16.353684210526318,96,19,376,1
13848,6,2400.0,342.85714285714283,7500,1,23,0
13849,3,1931.35,16.22983193277311,867,108,54,0
13851,5,1955.0,33.13559322033898,820,45,36,0
13852,1,187.35000000000002,17.031818181818185,85,11,267,1
13854,16,4753.88,57.97414634146342,1694,41,14,0
13855,4,1310.3400000000001,17.949863013698632,575,64,157,1
13856,8,753.53,18.83825,611,27,120,0
13857,6,1001.01,7.820390625,782,99,50,1
13859,1,314.7,39.3375,38,8,186,0
13861,2,273.26,13.012380952380951,225,21,86,1
13862,1,346.73,16.510952380952382,239,21,46,0
13863,3,933.77,18.6754,329,43,122,0
13864,1,662.4000000000001,662.4000000000001,192,1,43,1
13869,7,5330.24,9.286132404181185,2793,366,14,0
13870,7,2941.14,23.342380952380953,2124,86,44,0
13871,4,1482.6000000000001,22.463636363636365,696,48,85,0
13872,3,919.57,16.13280701754386,339,51,184,1
13873,5,649.32,17.54918918918919,332,36,40,0
13874,7,2049.15,29.697826086956525,864,46,15,1
13875,9,3027.58,18.238433734939758,1756,114,44,0
13877,2,332.44,16.622,370,20,127,0
13878,3,1191.53,16.782112676056336,484,59,204,0
13879,1,395.5,15.82,204,25,302,1
13880,5,1269.69,18.138428571428573,801,50,24,0
13881,23,28019.58,100.42860215053764,19642,148,32,0
13883,10,3885.54,22.330689655172414,2148,136,60,0
13884,5,1100.88,8.403664122137405,497,87,33,0
13888,5,1563.42,10.857083333333334,645,96,61,0
13889,5,1574.3300000000002,23.151911764705886,833,50,39,0
13890,5,1233.92,16.674594594594595,654,50,15,0
13891,3,863.56,8.6356,479,97,35,1
13892,2,634.68,70.52,2142,8,134,0
13895,2,1415.45,20.81544117647059,695,67,172,0
13896,1,388.55,18.502380952380953,149,21,282,1
13897,2,849.5600000000001,20.22761904761905,620,42,95,0
13898,1,530.47,15.602058823529413,411,34,68,0
13900,3,869.64,16.723846153846154,508,46,46,0
13901,10,2809.14,17.44807453416149,1605,148,31,0
13902,5,34095.26,541.1946031746032,220600,58,289,1
13903,1,165.45000000000002,16.545,103,10,57,1
13905,1,312.65,26.054166666666664,135,12,389,1
13906,1,42.0,42.0,100,1,66,1
13907,1,136.8,34.2,68,4,348,1
13909,2,286.6,7.348717948717949,302,35,80,1
13911,11,1654.08,18.378666666666668,1756,67,36,0
13912,1,124.95,17.85,29,7,80,1
13913,1,42.22,14.073333333333332,10,3,163,1
13915,1,70.80000000000001,35.400000000000006,24,2,51,1
13916,4,1275.81,17.240675675675675,673,72,120,1
13919,2,975.87,19.915714285714287,659,45,81,0
13920,4,1774.68,20.635813953488373,1772,81,88,1
13921,4,730.7,16.606818181818184,210,36,59,1
13922,3,865.2,28.84,467,30,8,1
13927,1,359.27,17.9635,249,20,94,0
13929,9,2651.45,55.23854166666666,1423,37,73,0
13931,9,4019.85,18.872535211267603,2763,170,49,0
13935,3,6116.92,76.4615,2252,67,253,1
13936,2,563.08,17.063030303030303,331,31,39,0
13937,1,721.28,16.028444444444442,464,45,59,0
13939,4,992.41,15.267846153846154,761,52,88,0
13941,11,7104.46,100.06281690140845,3706,33,29,0
13942,1,320.0,320.0,1000,1,191,1
13943,1,246.54000000000002,16.436,94,15,234,1
13944,1,200.43,5.726571428571429,153,35,310,1
13945,2,854.1500000000001,16.748039215686276,413,49,51,1
13946,3,1314.66,29.21466666666667,2404,41,33,0
13948,4,548.76,22.865,248,23,17,1
13952,12,9572.45,35.19283088235294,4516,183,37,0
13953,6,3625.0,604.1666666666666,2900,1,9,0
13955,1,222.21,4.115,120,52,32,0
13957,3,458.25,16.97222222222222,157,21,74,1
13958,8,4709.2300000000005,20.745506607929517,2264,172,36,1
13959,4,692.72,7.9622988505747125,461,61,19,0
13961,1,538.4,28.336842105263155,226,19,49,1
13962,1,193.25,16.104166666666668,73,12,92,0
13963,14,2498.63,17.351597222222225,1655,107,24,0
13964,2,438.9,18.287499999999998,228,22,44,1
13965,3,996.61,41.525416666666665,425,23,133,1
13966,1,390.86,17.766363636363636,772,21,92,1
13967,1,85.6,21.4,24,4,53,0
13968,1,123.66,15.4575,174,8,80,1
13969,18,4629.52,9.167366336633664,2408,240,22,0
13970,2,846.55,65.11923076923077,469,10,43,1
13971,6,1909.31,18.012358490566037,1240,87,80,0
13974,1,264.13,17.608666666666668,107,15,239,0
13975,6,2832.56,6.8419323671497585,2202,290,50,0
13976,3,834.38,18.13869565217391,298,43,163,0
13977,1,519.8100000000001,39.98538461538462,303,13,68,1
13979,6,2546.36,7.233977272727273,1657,309,50,0
13980,4,599.78,11.107037037037037,305,47,96,0
13981,1,331.14,15.05181818181818,234,22,72,1
13982,6,3002.38,18.196242424242424,1808,87,22,0
13983,10,4834.38,19.415180722891566,3194,186,23,0
13984,8,1282.89,15.645000000000001,862,47,23,0
13985,7,2960.73,22.600992366412214,1491,81,31,0
13987,2,682.54,14.837826086956522,492,46,36,1
13988,2,609.84,9.997377049180328,341,54,40,0
13989,3,759.98,16.888444444444445,894,34,121,0
13992,2,142.7,23.78333333333333,90,5,37,0
13993,10,3309.35,23.638214285714284,1235,80,36,0
13995,9,2508.32,17.41888888888889,1480,106,36,0
13996,2,895.76,27.144242424242425,613,29,43,1
13997,3,382.31,8.31108695652174,146,36,176,1
13998,3,566.7,18.280645161290323,204,30,103,1
13999,18,5902.55,21.463818181818183,3065,135,18,0
14000,4,1410.68,41.49058823529412,1128,23,71,0
14001,7,2788.25,34.0030487804878,1005,42,30,0
14003,1,209.41,13.088125,149,16,389,1
14004,4,1675.81,23.940142857142856,757,61,50,0
14006,4,1234.48,26.265531914893618,1540,40,185,0
14007,1,79.48,15.896,16,5,169,1
14008,1,509.04,15.9075,326,32,89,1
14009,1,404.29999999999995,12.634374999999999,586,32,119,0
14010,2,445.15,18.547916666666666,177,20,222,1
14011,2,457.82,14.306875,644,32,137,1
14013,2,611.55,17.98676470588235,313,30,37,0
14014,2,1443.03,39.00081081081081,928,37,33,0
14016,8,7815.9400000000005,23.975276073619632,3971,273,14,0
14017,1,229.75,16.410714285714285,73,14,228,1
14018,1,367.15,28.24230769230769,224,13,302,1
14020,2,606.21,18.37,207,29,133,0
14021,4,1084.68,15.951176470588237,686,64,31,0
14022,1,352.15000000000003,18.534210526315793,194,19,143,0
14024,1,318.04,17.66888888888889,88,18,47,0
14025,8,4057.9,40.98888888888889,1914,60,121,1
14026,2,713.11,14.2622,427,43,127,1
14028,3,10396.5,1155.1666666666667,7170,3,207,1
14030,14,6578.7,10.121076923076922,2968,462,23,0
14031,28,26281.260000000002,46.51550442477876,9708,204,14,0
14032,7,2494.1,19.185384615384613,2273,57,12,0
14033,1,109.44,109.44,576,1,212,1
14035,4,1428.7,16.808235294117647,680,42,63,0
14037,5,801.55,7.156696428571428,578,95,21,0
14038,2,1509.5,21.8768115942029,743,54,54,0
14039,1,115.08000000000001,28.770000000000003,100,4,232,0
14040,23,9030.65,16.155008944543827,3490,265,43,0
14042,1,431.98,20.570476190476192,180,21,382,1
14043,2,304.25,7.244047619047619,153,37,148,1
14044,6,2470.28,3.84778816199377,1818,446,75,0
14045,13,9979.68,302.4145454545455,4180,16,30,0
14047,10,3233.34,22.45375,1376,87,29,0
14048,2,338.76,6.049285714285714,179,55,39,0
14049,9,7557.31,12.744198988195617,4739,364,44,0
14051,17,8651.77,55.106815286624204,2783,59,11,0
14052,1,255.45,3.7021739130434783,98,65,47,0
14053,2,312.05,62.410000000000004,275,3,54,0
14055,2,795.3199999999999,34.579130434782606,504,23,234,0
14057,7,3116.8,14.29724770642202,2580,137,17,0
14058,2,469.19,19.549583333333334,211,23,119,1
14060,14,4252.7,50.62738095238095,3601,43,16,0
14061,3,917.4300000000001,48.28578947368421,133,17,164,1
14062,15,16583.47,63.78257692307693,8048,129,11,0
14063,9,22710.2,567.755,3850,30,95,1
14064,10,1978.68,12.065121951219513,2189,89,87,0
14065,3,891.02,18.18408163265306,582,42,46,1
14068,3,1262.52,14.511724137931035,440,73,260,0
14069,2,230.06,5.477619047619048,59,37,171,1
14070,1,326.55,7.775,86,40,341,1
14072,1,390.85,20.571052631578947,65,19,323,1
14074,1,219.4,36.56666666666667,228,6,280,1
14075,3,792.61,20.85815789473684,740,36,60,0
14077,1,115.66,8.26142857142857,108,14,52,0
14078,4,779.5,7.0225225225225225,337,80,30,0
14079,1,243.63,243.63,1,1,339,0
14080,4,1070.08,13.545316455696202,220,70,70,0
14081,9,4859.1,5.6632867132867135,3368,439,26,0
14082,2,413.36,6.359384615384616,246,48,21,1
14083,5,848.72,5.022011834319526,478,95,11,0
14084,1,150.5,21.5,306,7,169,1
14085,18,6846.67,9.739217638691324,3881,362,8,0
14086,1,39.95,39.95,1,1,119,1
14087,2,651.8,4.288157894736842,476,126,61,0
14088,3,13544.99,145.64505376344087,2611,93,63,0
14091,2,9530.08,733.0830769230769,3316,13,311,1
14092,12,3754.27,18.771349999999998,1785,111,9,0
14094,1,335.22,7.132340425531916,177,41,96,1
14095,1,2.95,2.95,1,1,379,1
14097,2,422.86,10.5715,352,39,138,1
14099,10,3045.06,9.666857142857143,1902,186,11,0
14101,7,3985.14,72.45709090909091,3600,15,45,0
14104,3,555.37,4.552213114754099,437,100,46,0
14105,4,4722.6,23.03707317073171,2734,172,65,0
14106,1,214.8,214.8,24,1,394,1
14107,5,2537.31,19.66906976744186,1964,73,21,0
14108,2,447.05,24.836111111111112,279,18,388,0
14110,21,7304.8,29.937704918032786,3380,126,92,0
14112,6,2919.44,17.58698795180723,1888,122,108,0
14113,13,5685.6900000000005,63.17433333333334,2796,58,11,0
14114,5,977.5600000000001,16.568813559322034,549,58,52,0
14115,2,622.67,28.303181818181816,509,22,158,1
14118,1,458.45,30.563333333333333,97,15,85,1
14119,2,183.37,16.67,177,11,32,1
14122,3,362.42,27.87846153846154,114,12,63,1
14123,1,436.18,18.174166666666668,234,24,390,1
14126,1,466.33000000000004,16.654642857142857,379,28,101,0
14127,3,1190.3700000000001,16.306438356164385,507,64,37,0
14128,1,286.71,15.089999999999998,250,19,208,0
14129,4,1467.48,25.745263157894737,822,22,56,0
14130,3,1398.81,8.909617834394904,981,131,32,0
14131,1,187.87,3.6128846153846155,118,45,305,1
14133,1,305.5,38.1875,50,8,390,0
14134,15,11123.35,61.79638888888889,5814,130,39,1
14135,13,5900.66,35.97963414634146,6362,91,10,0
14136,5,1570.81,14.818962264150944,1148,86,57,1
14137,1,332.7,30.245454545454546,462,11,352,1
14139,3,670.98,15.604186046511629,539,29,147,0
14142,2,983.15,14.896212121212121,831,42,30,1
14144,1,30.6,30.6,12,1,143,1
14145,3,3857.85,275.56071428571425,899,10,116,0
14146,8,6500.73,23.13427046263345,3894,226,14,0
14147,7,2106.8,84.272,887,21,45,0
14148,1,309.09000000000003,22.077857142857145,207,14,71,0
14150,1,306.18,25.515,262,12,16,0
14151,2,679.45,15.442045454545456,405,44,330,1
14152,5,1376.05,16.38154761904762,1133,75,44,0
14153,1,233.39999999999998,13.729411764705882,312,17,140,1
14154,6,5115.08,21.312833333333334,2757,204,38,0
14156,102,196888.94,74.26968691059977,109655,1094,28,0
14157,3,569.9,13.899999999999999,256,33,46,0
14159,10,3438.22,4.768682385575589,2299,379,19,0
14160,7,8421.47,78.70532710280374,4661,80,267,1
14161,5,2491.51,10.927675438596491,1296,153,26,0
14163,1,148.71,24.785,57,6,119,0
14166,2,256.85,4.84622641509434,84,39,162,1
14167,4,721.65,10.458695652173912,200,32,121,0
14168,2,370.45,24.696666666666665,147,11,77,1
14169,2,624.4300000000001,9.319850746268658,208,50,87,1
14170,3,597.33,3.6201818181818184,290,123,32,1
14171,1,135.0,22.5,44,6,387,0
14172,3,402.72,7.457777777777778,88,38,262,1
14173,2,135.16,33.79,44,3,298,0
14175,5,4456.58,24.486703296703297,1494,125,75,0
14176,2,498.66,20.7775,178,14,24,0
14177,9,1669.93,9.940059523809524,843,118,38,0
14180,12,2466.98,22.42709090909091,306,63,15,0
14181,2,310.55,5.750925925925926,122,48,67,1
14182,4,678.77,13.5754,174,42,100,1
14183,2,286.29,8.179714285714287,61,27,68,1
14186,5,1550.63,14.909903846153847,1550,75,84,1
14187,1,123.5,15.4375,50,8,130,1
14189,2,1471.55,24.52583333333333,963,46,25,0
14190,1,79.9,79.9,2,1,323,1
14191,2,132.9,22.150000000000002,62,6,51,0
14192,1,293.74,20.981428571428573,218,14,45,1
14193,1,356.8,16.21818181818182,208,22,53,0
14194,15,7321.070000000001,19.627533512064346,4197,246,49,0
14195,4,1603.6,178.17777777777778,1384,5,96,0
14197,1,390.05,19.5025,143,20,67,1
14198,5,868.33,16.698653846153846,333,33,57,0
14199,3,906.3,56.64375,226,15,80,0
14200,1,379.2,18.057142857142857,140,21,274,1
14201,4,513.34,23.333636363636366,348,20,16,0
14202,3,847.76,29.233103448275862,166,27,38,1
14203,1,339.34,21.20875,80,16,54,1
14204,3,901.9300000000001,4.7975,410,158,79,0
14205,7,1947.5,19.671717171717173,1138,65,51,0
14206,2,856.85,16.800980392156863,654,43,45,0
14207,1,157.8,78.9,36,2,344,1
14208,1,415.31,16.6124,415,25,208,0
14209,9,2919.84,20.276666666666667,1048,97,42,0
14210,11,4260.63,17.60590909090909,1937,128,28,0
14211,9,2161.19,16.884296875,1333,96,68,0
14212,1,1119.66,93.305,894,12,102,0
14213,1,1192.2,238.44,244,5,61,1
14215,4,1792.6100000000001,19.91788888888889,1031,81,25,0
14216,1,310.74,17.263333333333335,118,18,71,0
14217,7,1530.21,17.38875,593,68,23,0
14219,2,543.89,15.108055555555556,285,32,66,0
14220,3,1195.58,42.699285714285715,330,22,15,0
14221,8,3084.69,20.030454545454546,1617,67,106,0
14224,5,847.78,7.0648333333333335,349,101,47,0
14225,4,2037.02,23.414022988505746,1168,70,91,1
14226,1,770.34,24.84967741935484,418,31,98,0
14227,5,3017.75,14.939356435643564,2228,164,71,0
14228,3,745.5,19.61842105263158,260,38,94,1
14229,4,1046.84,32.71375,324,21,60,0
14230,3,979.8000000000001,29.69090909090909,246,27,92,1
14231,1,309.91,16.31105263157895,201,19,107,0
14233,3,1441.55,37.935526315789474,581,30,122,0
14235,4,1573.13,22.79898550724638,1055,53,155,0
14236,4,1443.08,37.97578947368421,540,29,29,0
14237,2,632.14,18.06114285714286,276,26,30,1
14238,2,287.38,57.476,78,5,319,0
14239,10,1882.3200000000002,19.207346938775512,736,41,88,0
14240,1,357.15000000000003,18.797368421052635,237,19,80,0
14241,1,120.0,60.0,96,2,353,0
14243,9,5314.28,21.342489959839355,2636,180,14,0
14244,1,366.41999999999996,22.901249999999997,814,16,317,1
14247,4,635.89,6.555567010309278,335,72,61,0
14248,2,730.37,18.727435897435896,590,33,116,0
14249,12,5625.461,19.331481099656358,2487,178,67,1
14252,1,350.99,35.099000000000004,111,10,38,1
14253,2,363.40000000000003,30.283333333333335,88,11,150,1
14254,1,601.03,26.13173913043478,263,23,89,1
14255,1,1000.63,1000.63,1,1,203,1
14256,4,2028.79,17.953893805309733,1059,81,21,0
14257,4,2854.73,21.303955223880596,1650,97,37,0
14258,16,19381.36,102.54687830687831,10388,85,52,0
14260,3,824.28,16.16235294117647,544,50,128,1
14263,1,322.93,20.183125,171,16,80,1
14264,4,1183.39,19.08693548387097,483,49,36,0
14265,2,843.1700000000001,17.566041666666667,385,47,121,0
14266,1,40.56,40.56,24,1,85,1
14268,1,354.85,18.676315789473687,147,19,127,1
14269,1,295.73,18.483125,123,16,96,1
14271,1,106.81,3.6831034482758622,61,28,66,0
14272,2,482.85,15.575806451612904,498,31,219,0
14274,1,256.6,17.10666666666667,178,15,343,1
14275,6,1189.3799999999999,51.71217391304347,538,14,52,1
14276,4,982.9399999999999,17.244561403508772,662,38,64,0
14277,6,13009.61,82.86375796178345,87830,147,68,0
14278,1,205.83,15.833076923076923,131,13,66,1
14279,2,191.86,63.95333333333334,46,3,177,1
14281,1,245.15,35.02142857142857,45,7,65,1
14282,11,4691.32,42.26414414414414,3110,59,24,0
14283,4,628.44,15.327804878048783,550,36,120,1
14284,1,704.4,20.125714285714285,349,35,310,0
14285,4,1374.41,40.42382352941177,413,33,170,0
14286,4,3851.01,17.584520547945207,4457,167,61,0
14290,4,2979.4700000000003,40.81465753424658,905,59,18,0
14291,12,4020.85,15.645330739299611,3397,158,37,0
14292,7,4354.32,46.82064516129032,1766,66,67,0
14293,6,2586.29,29.389659090909092,1193,62,25,0
14294,1,375.34000000000003,16.31913043478261,190,23,64,1
14295,4,2196.71,32.78671641791045,945,61,95,0
14296,2,456.4,16.9037037037037,314,27,78,1
14298,43,44356.65,32.329919825072885,46905,797,11,0
14299,19,10963.11,54.27282178217822,6171,90,22,0
14301,3,1352.04,33.801,1080,29,73,0
14302,3,742.9000000000001,26.532142857142862,298,25,87,1
14303,2,277.94,12.633636363636363,218,21,64,1
14304,2,1341.56,18.89521126760563,636,63,36,0
14306,4,1058.0800000000002,81.39076923076924,990,12,35,0
14307,5,2858.42,16.0585393258427,1874,112,30,0
14308,2,1147.02,573.51,2,1,206,1
14309,3,1576.03,20.20551282051282,1053,72,15,0
14310,1,492.1,22.36818181818182,230,22,89,1
14311,1,206.19,18.744545454545456,89,11,224,0
14312,5,1478.7,15.9,892,88,35,0
14314,1,109.8,54.9,36,2,87,0
14315,2,716.69,22.3965625,323,26,221,0
14316,5,1370.34,44.20451612903226,4494,21,79,1
14318,1,158.02,17.55777777777778,152,9,117,1
14319,1,494.85,19.032692307692308,329,26,81,1
14320,3,868.96,17.3792,388,46,203,0
14321,2,687.3100000000001,12.273392857142857,869,56,88,0
14322,4,474.1,36.46923076923077,158,10,86,1
14324,2,701.61,17.112439024390245,402,41,66,1
14325,1,245.48000000000002,13.637777777777778,320,18,226,1
14326,2,757.13,15.451632653061225,469,48,120,0
14327,5,1583.28,16.84340425531915,1157,89,39,0
14328,1,445.05,445.05,1,1,95,1
14329,8,4912.38,16.70877551020408,2826,206,32,0
14330,1,200.63,15.433076923076923,103,13,280,1
14332,2,1077.2,29.113513513513514,412,31,38,0
14334,5,2086.42,17.986379310344827,1480,88,15,0
14338,1,339.88,17.88842105263158,287,19,193,0
14339,1,310.75,34.52777777777778,288,9,85,0
14341,10,2285.04,16.67912408759124,1416,100,77,0
14342,2,249.88,20.823333333333334,174,12,89,0
14343,4,1088.91,4.575252100840337,631,193,78,1
14344,15,2799.42,15.050645161290323,1319,102,15,0
14346,3,1294.17,15.048488372093024,1273,78,82,0
14347,1,82.60000000000001,13.766666666666667,48,6,393,1
14350,2,689.1,16.807317073170733,360,38,37,0
14353,2,285.9,15.04736842105263,280,14,67,0
14355,3,1014.45,14.288028169014085,709,57,22,1
14358,2,400.06,16.0024,338,21,46,1
14361,1,214.71,15.336428571428572,251,14,235,1
14363,2,227.47000000000003,28.433750000000003,105,8,59,1
14365,2,634.68,12.44470588235294,557,50,51,1
14366,1,136.0,136.0,16,1,182,1
14369,2,469.13,18.04346153846154,255,24,299,1
14370,6,1175.78,26.722272727272728,266,37,107,1
14372,2,860.08,22.633684210526315,378,36,100,1
14373,1,76.55,19.1375,17,4,15,1
14374,1,108.0,15.428571428571429,20,7,198,1
14375,2,875.31,6.207872340425531,465,128,107,0
14376,1,215.46,11.97,50,17,340,1
14378,1,131.25,14.583333333333334,57,9,278,1
14379,2,920.8100000000001,11.09409638554217,421,68,50,0
14380,1,48.96,48.96,1,1,339,1
14381,1,428.66,7.390689655172414,307,56,108,0
14382,1,620.73,3.63,464,137,47,0
14384,1,58.5,19.5,30,3,157,1
14388,9,3800.96,15.264899598393574,2589,109,29,0
14389,3,854.55,20.34642857142857,659,29,81,0
14390,5,1970.71,8.494439655172414,848,112,29,0
14391,1,135.6,9.685714285714285,168,14,233,1
14392,1,266.4,19.02857142857143,114,14,89,1
14394,1,93.8,15.633333333333333,58,6,221,1
14395,12,5008.9800000000005,10.139635627530366,2553,227,29,0
14396,6,1744.29,6.921785714285714,836,167,28,0
14398,2,707.79,13.354528301886791,267,50,58,1
14399,8,2113.16,10.94901554404145,968,119,51,1
14400,2,1157.77,24.120208333333334,1252,47,65,0
14401,10,2991.8,30.220202020202024,2264,78,16,0
14402,1,285.6,35.7,240,8,309,1
14403,2,404.7,80.94,218,4,246,0
14404,8,1558.27,11.628880597014925,874,86,26,0
14405,1,195.0,97.5,100,2,43,1
14408,4,1503.24,68.32909090909091,828,11,128,0
14409,5,2025.44,37.50814814814815,1339,45,25,0
14410,2,1546.07,7.73035,806,179,33,0
14412,1,656.16,16.00390243902439,642,41,81,0
14413,4,770.37,7.781515151515151,280,93,19,1
14414,2,1119.55,38.6051724137931,511,28,15,0
14415,11,7066.5,9.310276679841897,3756,321,17,0
14417,1,604.2,4.41021897810219,567,106,44,1
14419,2,326.95,7.430681818181818,124,28,21,0
14420,3,1251.65,19.55703125,786,58,53,0
14421,4,1656.26,24.00376811594203,977,57,169,0
14422,13,6007.88,18.20569696969697,3161,193,31,0
14423,2,651.4100000000001,54.28416666666667,299,11,94,0
14425,3,661.39,16.958717948717947,325,35,91,1
14426,7,7246.27,19.06913157894737,4324,314,60,0
14427,2,900.1800000000001,33.34,310,27,151,0
14429,1,516.28,23.467272727272725,286,22,60,1
14430,3,1220.9,34.88285714285715,446,29,168,1
14431,3,2143.84,33.4975,1072,61,36,0
14433,1,289.6,3.7610389610389614,134,72,122,1
14435,1,90.42,30.14,282,3,158,1
14436,1,182.64,91.32,168,2,210,0
14437,5,958.84,19.975833333333334,486,34,22,1
14439,4,6781.8,69.91546391752577,1718,83,100,0
14440,9,4937.75,49.87626262626262,1317,49,22,0
14441,7,2898.8,28.14368932038835,814,71,31,0
14442,5,3777.2,31.476666666666667,949,97,71,0
14443,2,1269.77,15.872125,745,57,25,0
14444,1,132.04,10.156923076923077,180,11,113,1
14445,1,221.65,6.9265625,83,32,112,1
14446,1,201.73,4.385434782608695,183,42,43,0
14447,1,548.5,15.23611111111111,342,36,57,0
14448,1,102.35000000000001,5.686111111111112,44,18,21,0
14449,5,1785.94,5.283846153846154,1163,173,29,0
14450,4,645.19,17.921944444444446,281,24,36,0
14451,10,2646.18,6.407215496368038,1368,194,46,0
14452,2,401.15,5.730714285714285,170,62,52,0
14454,5,977.3000000000001,8.884545454545455,400,93,33,1
14455,4,628.21,7.952025316455697,719,65,89,1
14458,1,237.42,4.84530612244898,328,46,37,1
14459,1,3537.821,46.550276315789475,1543,76,308,0
14460,6,659.16,25.35230769230769,998,23,53,0
14461,10,4610.44,9.851367521367521,2261,368,39,0
14462,1,265.99,5.428367346938776,108,48,89,0
14463,1,256.95,128.475,31,2,156,0
14464,2,111.0,27.75,62,4,225,1
14465,8,2887.41,41.248714285714286,2141,31,85,0
14466,7,2754.25,17.88474025974026,1775,71,29,0
14467,8,1622.23,7.441422018348624,918,113,46,0
14468,1,204.24,17.02,164,12,390,1
14469,4,2112.21,14.368775510204081,980,120,73,1
14470,1,250.85,14.755882352941176,89,17,87,0
14471,2,400.95,9.779268292682927,187,38,248,1
14472,2,571.26,6.491590909090909,247,65,12,0
14474,1,730.42,7.091456310679611,313,97,236,0
14475,1,225.3,37.550000000000004,94,6,65,0
14477,3,660.0,165.0,400,3,93,0
14478,4,1276.66,18.774411764705885,1226,59,39,1
14479,3,1157.26,8.207517730496454,561,121,22,0
14480,3,1020.47,19.624423076923076,527,43,59,0
14481,3,1674.98,13.729344262295083,1095,103,64,0
14482,6,2289.76,21.006972477064224,1245,91,36,0
14483,1,120.0,30.0,96,4,393,0
14484,3,749.0600000000001,19.206666666666667,534,37,58,0
14486,2,175.5,29.25,90,4,168,1
14487,2,382.38,6.481016949152543,139,32,25,0
14489,3,1111.55,15.879285714285714,712,54,94,0
14490,2,1273.47,15.918375000000001,933,72,63,1
14491,1,254.4,31.8,80,4,29,0
14492,7,1921.91,20.890326086956524,751,70,87,1
14493,5,2746.91,11.25782786885246,1898,204,47,0
14494,2,261.9,26.189999999999998,118,10,58,0
14495,1,51.0,51.0,6,1,316,0
14496,6,2433.76,25.090309278350517,918,58,30,0
14497,1,221.69,20.153636363636362,97,11,330,0
14498,6,2120.17,11.042552083333334,1094,154,18,0
14499,4,1323.65,10.5892,749,86,31,0
14505,12,7146.55,7.554492600422833,3135,611,19,0
14506,3,1548.2,7.515533980582524,460,111,26,0
14507,5,1901.25,11.118421052631579,936,127,35,0
14508,3,598.52,4.568854961832061,228,100,33,0
14509,1,110.95,4.438,38,25,191,1
14510,3,1007.28,12.913846153846153,821,67,32,1
14512,5,948.19,16.634912280701755,620,41,40,0
14513,3,332.42,47.48857142857143,232,5,93,0
14514,6,3543.63,13.272022471910113,1907,178,93,0
14515,6,1647.17,21.962266666666668,783,55,44,0
14516,1,163.92,4.43027027027027,68,35,173,1
14519,2,206.09,5.284358974358974,82,38,340,1
14521,1,199.45000000000002,11.732352941176472,211,17,148,1
14522,4,784.08,27.037241379310345,443,23,252,0
14524,5,1341.48,8.883973509933774,637,129,17,0
14525,9,4370.74,16.068897058823527,2851,171,18,0
14526,1,262.4,6.247619047619047,179,41,46,1
14527,71,20208.97,11.019067611777537,4856,475,11,0
14530,10,3271.4900000000002,12.161672862453532,1604,180,53,0
14531,1,376.34,12.977241379310344,260,29,136,1
14532,8,3148.93,11.749738805970148,859,190,9,0
14533,5,1950.15,52.70675675675676,2559,32,9,0
14534,8,1824.06,8.604056603773584,809,164,54,0
14535,6,3166.54,6.148621359223301,1409,381,52,0
14537,1,285.84,21.987692307692306,108,13,280,0
14538,3,982.59,29.775454545454547,129,28,187,0
14540,8,2799.08,14.208527918781726,1198,140,36,0
